,full_aspect,aspect,opinion,opinion_tags,aspect_tags,valence1,valence2,valence3,valence4,arousal1,arousal2,arousal3,arousal4,dominance1,dominance2,dominance3,dominance4
2841,smaller comment,comment,smaller,"[('small', 'JJ')]","[('comment', 'NN')]",5.87,5.924,6.204,6.482,3.668,3.692,3.406,3.328,5.456,5.33,5.468,5.222
2842,smallish comment,comment,smallish,"[('small', 'JJ')]","[('comment', 'NN')]",5.87,5.924,6.204,6.482,3.668,3.692,3.406,3.328,5.456,5.33,5.468,5.222
2843,subatomic comment,comment,subatomic,"[('small', 'JJ')]","[('comment', 'NN')]",5.87,5.924,6.204,6.482,3.668,3.692,3.406,3.328,5.456,5.33,5.468,5.222
2844,undersize comment,comment,undersize,"[('small', 'JJ')]","[('comment', 'NN')]",5.87,5.924,6.204,6.482,3.668,3.692,3.406,3.328,5.456,5.33,5.468,5.222
2845,worthful comment,comment,worthful,"[('valuable', 'JJ')]","[('comment', 'NN')]",6.3,6.525,6.517,6.947,3.78,3.867,3.62,3.655,5.952,5.948,6,6.017
2846,worthy comment,comment,worthy,"[('valuable', 'JJ')]","[('comment', 'NN')]",6.3,6.525,6.517,6.947,3.78,3.867,3.62,3.655,5.952,5.948,6,6.017
2847,unweathered component,component,unweathered,"[('new', 'JJ')]","[('component', 'NN')]",6.431,6.692,6.77,7.347,4.464,4.549,4.436,4.519,5.804,5.825,5.886,5.953
2848,another component,component,another,"[('other', 'JJ')]","[('component', 'NN')]",5.594,5.606,5.957,6.126,4.105,4.046,3.77,3.518,5.691,5.7,6.042,6.194
2849,different component,component,different,"[('other', 'JJ')]","[('component', 'NN')]",5.594,5.606,5.957,6.126,4.105,4.046,3.77,3.518,5.691,5.7,6.042,6.194
2850,opposite component,component,opposite,"[('other', 'JJ')]","[('component', 'NN')]",5.594,5.606,5.957,6.126,4.105,4.046,3.77,3.518,5.691,5.7,6.042,6.194
2851,otherwise component,component,otherwise,"[('other', 'JJ')]","[('component', 'NN')]",5.594,5.606,5.957,6.126,4.105,4.046,3.77,3.518,5.691,5.7,6.042,6.194
2852,accurate component,component,accurate,"[('right', 'JJ')]","[('component', 'NN')]",6.068,6.221,6.347,6.708,4.573,4.681,4.61,4.78,6.017,6.123,6.341,6.64
2853,bang-up compromise,compromise,bang-up,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
2854,good_enough compromise,compromise,good_enough,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
2855,goodish compromise,compromise,goodish,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
2856,hot compromise,compromise,hot,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
2857,redeeming compromise,compromise,redeeming,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
2858,satisfactory compromise,compromise,satisfactory,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
2859,solid compromise,compromise,solid,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
2860,superb compromise,compromise,superb,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
2861,well-behaved compromise,compromise,well-behaved,"[('good', 'JJ')]","[('compromise', 'NN')]",6.282,6.712,6.565,7.172,3.815,3.96,3.546,3.658,5.959,5.865,6.179,6.085
2862,another computer,computer,another,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
2863,different computer,computer,different,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
2864,new computer,computer,new,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
2865,opposite computer,computer,opposite,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
2866,otherwise computer,computer,otherwise,"[('other', 'JJ')]","[('computer', 'NN')]",5.93,5.724,6.418,6.212,4.376,4.228,4.058,3.628,5.896,5.752,6.324,6.196
2867,fine connection,connection,fine,"[('ok', 'JJ')]","[('connection', 'NN')]",5.803,5.786,5.991,5.986,4.517,4.53,4.196,4.067,5.901,5.763,6.33,5.883
2868,o.k. connection,connection,o.k.,"[('ok', 'JJ')]","[('connection', 'NN')]",5.803,5.786,5.991,5.986,4.517,4.53,4.196,4.067,5.901,5.763,6.33,5.883
2869,okay connection,connection,okay,"[('ok', 'JJ')]","[('connection', 'NN')]",5.803,5.786,5.991,5.986,4.517,4.53,4.196,4.067,5.901,5.763,6.33,5.883
2870,hunky-dory connection,connection,hunky-dory,"[('ok', 'JJ')]","[('connection', 'NN')]",5.803,5.786,5.991,5.986,4.517,4.53,4.196,4.067,5.901,5.763,6.33,5.883
2871,satisfactory connection,connection,satisfactory,"[('ok', 'JJ')]","[('connection', 'NN')]",5.803,5.786,5.991,5.986,4.517,4.53,4.196,4.067,5.901,5.763,6.33,5.883
2872,steady connection,connection,steady,"[('secure', 'JJ')]","[('connection', 'NN')]",6.036,6.081,6.46,6.702,4.25,4.182,3.919,3.647,6.198,5.961,6.822,6.628
2873,tight connection,connection,tight,"[('secure', 'JJ')]","[('connection', 'NN')]",6.036,6.081,6.46,6.702,4.25,4.182,3.919,3.647,6.198,5.961,6.822,6.628
2874,boffo connection,connection,boffo,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
2875,booming connection,connection,booming,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
2876,in connection,connection,in,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
2877,made connection,connection,made,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
2878,no-hit connection,connection,no-hit,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
2879,productive connection,connection,productive,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
2880,self-made connection,connection,self-made,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
2881,sure-fire connection,connection,sure-fire,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
2882,triple-crown connection,connection,triple-crown,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
2883,victorious connection,connection,victorious,"[('successful', 'JJ')]","[('connection', 'NN')]",6.287,6.458,6.92,7.457,4.535,4.587,4.383,4.377,6.398,6.302,7.252,7.292
2884,specialized consideration,consideration,specialized,"[('special', 'JJ')]","[('consideration', 'NN')]",6.3,6.376,6.812,7.072,3.894,4.02,3.578,3.648,6.292,6.076,6.732,6.52
2885,beady-eyed content,content,beady-eyed,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
2886,bitchy content,content,bitchy,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
2887,despiteful content,content,despiteful,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
2888,leering content,content,leering,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
2889,malevolent content,content,malevolent,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
2890,poisonous content,content,poisonous,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
2891,venomed content,content,venomed,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
2892,vixenish content,content,vixenish,"[('malicious', 'JJ')]","[('content', 'NN')]",5.013,4.66,4.798,3.848,4.23,4.46,4.032,4.467,5.348,5.232,5.38,5.108
2893,additive context,context,additive,"[('additional', 'JJ')]","[('context', 'NN')]",5.688,5.928,5.973,6.557,3.878,4.007,3.575,3.807,5.495,5.387,5.555,5.478
2894,more_than context,context,more_than,"[('more', 'JJ')]","[('context', 'NN')]",5.646,5.85,5.658,5.99,4.08,4.338,3.908,4.276,5.544,5.522,5.664,5.694
2895,senior couple,couple,senior,"[('last', 'JJ')]","[('couple', 'NN')]",5.789,5.613,6.193,5.737,4.504,4.442,4.548,4.347,5.525,5.518,5.562,5.541
2896,sunset couple,couple,sunset,"[('last', 'JJ')]","[('couple', 'NN')]",5.789,5.613,6.193,5.737,4.504,4.442,4.548,4.347,5.525,5.518,5.562,5.541
2897,ultimate couple,couple,ultimate,"[('last', 'JJ')]","[('couple', 'NN')]",5.789,5.613,6.193,5.737,4.504,4.442,4.548,4.347,5.525,5.518,5.562,5.541
2898,senior couple day,couple day,senior,"[('last', 'JJ')]","[('couple', 'NN'), ('day', 'NN')]",5.637,5.075,5.748,5.072,4.338,4.425,4.063,4.287,5.398,5.283,5.527,5.485
2899,sunset couple day,couple day,sunset,"[('last', 'JJ')]","[('couple', 'NN'), ('day', 'NN')]",5.637,5.075,5.748,5.072,4.338,4.425,4.063,4.287,5.398,5.283,5.527,5.485
2900,ultimate couple day,couple day,ultimate,"[('last', 'JJ')]","[('couple', 'NN'), ('day', 'NN')]",5.637,5.075,5.748,5.072,4.338,4.425,4.063,4.287,5.398,5.283,5.527,5.485
2901,beatified cow,cow,beatified,"[('holy', 'JJ')]","[('cow', 'NN')]",5.77,6.028,5.866,6.176,3.384,3.581,3.202,3.388,5.183,5.093,5.234,5.167
2902,Blessed cow,cow,Blessed,"[('holy', 'JJ')]","[('cow', 'NN')]",5.77,6.028,5.866,6.176,3.384,3.581,3.202,3.388,5.183,5.093,5.234,5.167
2903,consecrated cow,cow,consecrated,"[('holy', 'JJ')]","[('cow', 'NN')]",5.77,6.028,5.866,6.176,3.384,3.581,3.202,3.388,5.183,5.093,5.234,5.167
2904,hallowed cow,cow,hallowed,"[('holy', 'JJ')]","[('cow', 'NN')]",5.77,6.028,5.866,6.176,3.384,3.581,3.202,3.388,5.183,5.093,5.234,5.167
2905,senior crash,crash,senior,"[('last', 'JJ')]","[('crash', 'NN')]",4.067,4.997,4.127,5.191,4.767,4.957,4.686,4.844,4.25,5.004,4.109,4.877
2906,sunset crash,crash,sunset,"[('last', 'JJ')]","[('crash', 'NN')]",4.067,4.997,4.127,5.191,4.767,4.957,4.686,4.844,4.25,5.004,4.109,4.877
2907,ultimate crash,crash,ultimate,"[('last', 'JJ')]","[('crash', 'NN')]",4.067,4.997,4.127,5.191,4.767,4.957,4.686,4.844,4.25,5.004,4.109,4.877
2908,more_than crash,crash,more_than,"[('more', 'JJ')]","[('crash', 'NN')]",4.877,5.437,4.477,5.268,4.52,4.508,4.373,4.285,4.838,5.273,4.747,5.472
2909,Modern date,date,Modern,"[('later', 'JJ')]","[('date', 'NN')]",5.927,5.742,6.447,6.078,4.337,4.338,4.232,4.182,5.7,5.802,5.583,5.822
2910,New date,date,New,"[('later', 'JJ')]","[('date', 'NN')]",5.927,5.742,6.447,6.078,4.337,4.338,4.232,4.182,5.7,5.802,5.583,5.822
2911,bang-up datum,datum,bang-up,"[('good', 'JJ')]","[('datum', 'NN')]",6.13,6.508,6.422,7.132,4.15,3.877,4.023,3.535,5.675,5.897,5.843,6.265
2912,good_enough datum,datum,good_enough,"[('good', 'JJ')]","[('datum', 'NN')]",6.13,6.508,6.422,7.132,4.15,3.877,4.023,3.535,5.675,5.897,5.843,6.265
2913,goodish datum,datum,goodish,"[('good', 'JJ')]","[('datum', 'NN')]",6.13,6.508,6.422,7.132,4.15,3.877,4.023,3.535,5.675,5.897,5.843,6.265
2914,hot datum,datum,hot,"[('good', 'JJ')]","[('datum', 'NN')]",6.13,6.508,6.422,7.132,4.15,3.877,4.023,3.535,5.675,5.897,5.843,6.265
2915,redeeming datum,datum,redeeming,"[('good', 'JJ')]","[('datum', 'NN')]",6.13,6.508,6.422,7.132,4.15,3.877,4.023,3.535,5.675,5.897,5.843,6.265
2916,satisfactory datum,datum,satisfactory,"[('good', 'JJ')]","[('datum', 'NN')]",6.13,6.508,6.422,7.132,4.15,3.877,4.023,3.535,5.675,5.897,5.843,6.265
2917,solid datum,datum,solid,"[('good', 'JJ')]","[('datum', 'NN')]",6.13,6.508,6.422,7.132,4.15,3.877,4.023,3.535,5.675,5.897,5.843,6.265
2918,superb datum,datum,superb,"[('good', 'JJ')]","[('datum', 'NN')]",6.13,6.508,6.422,7.132,4.15,3.877,4.023,3.535,5.675,5.897,5.843,6.265
2919,well-behaved datum,datum,well-behaved,"[('good', 'JJ')]","[('datum', 'NN')]",6.13,6.508,6.422,7.132,4.15,3.877,4.023,3.535,5.675,5.897,5.843,6.265
2920,more_than datum,datum,more_than,"[('more', 'JJ')]","[('datum', 'NN')]",5.54,5.638,5.433,5.65,4.451,4.361,4.468,4.198,5.443,5.517,5.318,5.478
2921,clannish datum,datum,clannish,"[('private', 'JJ')]","[('datum', 'NN')]",5.505,5.612,5.523,5.787,4.162,3.96,3.99,3.487,5.265,5.303,5.173,5.26
2922,cloistered datum,datum,cloistered,"[('private', 'JJ')]","[('datum', 'NN')]",5.505,5.612,5.523,5.787,4.162,3.96,3.99,3.487,5.265,5.303,5.173,5.26
2923,close datum,datum,close,"[('private', 'JJ')]","[('datum', 'NN')]",5.505,5.612,5.523,5.787,4.162,3.96,3.99,3.487,5.265,5.303,5.173,5.26
2924,closed-door datum,datum,closed-door,"[('private', 'JJ')]","[('datum', 'NN')]",5.505,5.612,5.523,5.787,4.162,3.96,3.99,3.487,5.265,5.303,5.173,5.26
2925,confidential datum,datum,confidential,"[('private', 'JJ')]","[('datum', 'NN')]",5.505,5.612,5.523,5.787,4.162,3.96,3.99,3.487,5.265,5.303,5.173,5.26
2926,insular datum,datum,insular,"[('private', 'JJ')]","[('datum', 'NN')]",5.505,5.612,5.523,5.787,4.162,3.96,3.99,3.487,5.265,5.303,5.173,5.26
2927,nonpublic datum,datum,nonpublic,"[('private', 'JJ')]","[('datum', 'NN')]",5.505,5.612,5.523,5.787,4.162,3.96,3.99,3.487,5.265,5.303,5.173,5.26
2928,offstage datum,datum,offstage,"[('private', 'JJ')]","[('datum', 'NN')]",5.505,5.612,5.523,5.787,4.162,3.96,3.99,3.487,5.265,5.303,5.173,5.26
2929,one-on-one datum,datum,one-on-one,"[('private', 'JJ')]","[('datum', 'NN')]",5.505,5.612,5.523,5.787,4.162,3.96,3.99,3.487,5.265,5.303,5.173,5.26
2930,privy datum,datum,privy,"[('private', 'JJ')]","[('datum', 'NN')]",5.505,5.612,5.523,5.787,4.162,3.96,3.99,3.487,5.265,5.303,5.173,5.26
2931,semiprivate datum,datum,semiprivate,"[('private', 'JJ')]","[('datum', 'NN')]",5.505,5.612,5.523,5.787,4.162,3.96,3.99,3.487,5.265,5.303,5.173,5.26
2932,tete-a-tete datum,datum,tete-a-tete,"[('private', 'JJ')]","[('datum', 'NN')]",5.505,5.612,5.523,5.787,4.162,3.96,3.99,3.487,5.265,5.303,5.173,5.26
2933,toffee-nosed datum,datum,toffee-nosed,"[('private', 'JJ')]","[('datum', 'NN')]",5.505,5.612,5.523,5.787,4.162,3.96,3.99,3.487,5.265,5.303,5.173,5.26
2934,material datum,datum,material,"[('real', 'JJ')]","[('datum', 'NN')]",5.44,5.682,5.51,5.87,4.826,4.72,4.982,4.922,5.19,5.29,5.018,5.072
2935,utile datum,datum,utile,"[('useful', 'JJ')]","[('datum', 'NN')]",5.81,5.992,6,6.502,4.295,4.132,4.139,3.709,5.772,5.951,5.993,6.488
2936,multipurpose datum,datum,multipurpose,"[('useful', 'JJ')]","[('datum', 'NN')]",5.81,5.992,6,6.502,4.295,4.132,4.139,3.709,5.772,5.951,5.993,6.488
2937,reclaimable datum,datum,reclaimable,"[('useful', 'JJ')]","[('datum', 'NN')]",5.81,5.992,6,6.502,4.295,4.132,4.139,3.709,5.772,5.951,5.993,6.488
2938,serviceable datum,datum,serviceable,"[('useful', 'JJ')]","[('datum', 'NN')]",5.81,5.992,6,6.502,4.295,4.132,4.139,3.709,5.772,5.951,5.993,6.488
2939,useable datum,datum,useable,"[('useful', 'JJ')]","[('datum', 'NN')]",5.81,5.992,6,6.502,4.295,4.132,4.139,3.709,5.772,5.951,5.993,6.488
2940,utilitarian datum,datum,utilitarian,"[('useful', 'JJ')]","[('datum', 'NN')]",5.81,5.992,6,6.502,4.295,4.132,4.139,3.709,5.772,5.951,5.993,6.488
2941,utilizable datum,datum,utilizable,"[('useful', 'JJ')]","[('datum', 'NN')]",5.81,5.992,6,6.502,4.295,4.132,4.139,3.709,5.772,5.951,5.993,6.488
2942,a_few day,day,a_few,"[('few', 'JJ')]","[('day', 'NN')]",5.71,5.571,5.834,5.568,4.277,4.417,4.086,4.317,5.471,5.433,5.566,5.555
2943,hardly_a day,day,hardly_a,"[('few', 'JJ')]","[('day', 'NN')]",5.71,5.571,5.834,5.568,4.277,4.417,4.086,4.317,5.471,5.433,5.566,5.555
2944,bang-up day,day,bang-up,"[('good', 'JJ')]","[('day', 'NN')]",6.573,6.827,6.859,7.243,3.768,3.818,3.668,3.695,5.812,5.975,5.959,6.209
2945,good_enough day,day,good_enough,"[('good', 'JJ')]","[('day', 'NN')]",6.573,6.827,6.859,7.243,3.768,3.818,3.668,3.695,5.812,5.975,5.959,6.209
2946,goodish day,day,goodish,"[('good', 'JJ')]","[('day', 'NN')]",6.573,6.827,6.859,7.243,3.768,3.818,3.668,3.695,5.812,5.975,5.959,6.209
2947,hot day,day,hot,"[('good', 'JJ')]","[('day', 'NN')]",6.573,6.827,6.859,7.243,3.768,3.818,3.668,3.695,5.812,5.975,5.959,6.209
2948,redeeming day,day,redeeming,"[('good', 'JJ')]","[('day', 'NN')]",6.573,6.827,6.859,7.243,3.768,3.818,3.668,3.695,5.812,5.975,5.959,6.209
2949,satisfactory day,day,satisfactory,"[('good', 'JJ')]","[('day', 'NN')]",6.573,6.827,6.859,7.243,3.768,3.818,3.668,3.695,5.812,5.975,5.959,6.209
2950,solid day,day,solid,"[('good', 'JJ')]","[('day', 'NN')]",6.573,6.827,6.859,7.243,3.768,3.818,3.668,3.695,5.812,5.975,5.959,6.209
2951,superb day,day,superb,"[('good', 'JJ')]","[('day', 'NN')]",6.573,6.827,6.859,7.243,3.768,3.818,3.668,3.695,5.812,5.975,5.959,6.209
2952,well-behaved day,day,well-behaved,"[('good', 'JJ')]","[('day', 'NN')]",6.573,6.827,6.859,7.243,3.768,3.818,3.668,3.695,5.812,5.975,5.959,6.209
2953,extraordinary day,day,extraordinary,"[('great', 'JJ')]","[('day', 'NN')]",6.406,6.546,6.414,6.5,3.864,3.98,3.784,3.892,5.886,6.102,5.912,6.126
2954,senior a_few day,day,senior a_few,"[('last', 'JJ'), ('few', 'JJ')]","[('day', 'NN')]",5.507,5.34,5.737,5.426,4.394,4.543,4.071,4.294,5.366,5.319,5.598,5.602
2955,senior hardly_a day,day,senior hardly_a,"[('last', 'JJ'), ('few', 'JJ')]","[('day', 'NN')]",5.507,5.34,5.737,5.426,4.394,4.543,4.071,4.294,5.366,5.319,5.598,5.602
2956,sunset a_few day,day,sunset a_few,"[('last', 'JJ'), ('few', 'JJ')]","[('day', 'NN')]",5.507,5.34,5.737,5.426,4.394,4.543,4.071,4.294,5.366,5.319,5.598,5.602
2957,sunset hardly_a day,day,sunset hardly_a,"[('last', 'JJ'), ('few', 'JJ')]","[('day', 'NN')]",5.507,5.34,5.737,5.426,4.394,4.543,4.071,4.294,5.366,5.319,5.598,5.602
2958,ultimate a_few day,day,ultimate a_few,"[('last', 'JJ'), ('few', 'JJ')]","[('day', 'NN')]",5.507,5.34,5.737,5.426,4.394,4.543,4.071,4.294,5.366,5.319,5.598,5.602
2959,ultimate hardly_a day,day,ultimate hardly_a,"[('last', 'JJ'), ('few', 'JJ')]","[('day', 'NN')]",5.507,5.34,5.737,5.426,4.394,4.543,4.071,4.294,5.366,5.319,5.598,5.602
2960,succeeding day,day,succeeding,"[('next', 'JJ')]","[('day', 'NN')]",5.757,5.66,6.058,5.906,4.282,4.4,4.042,4.251,5.568,5.571,5.707,5.766
2961,pleasant day,day,pleasant,"[('nice', 'JJ')]","[('day', 'NN')]",6.328,6.335,6.433,6.474,3.628,3.61,3.548,3.503,5.899,6.037,5.97,6.151
2962,another day,day,another,"[('other', 'JJ')]","[('day', 'NN')]",5.856,5.734,6.006,5.832,3.912,3.978,3.566,3.54,5.714,5.734,5.694,5.746
2963,different day,day,different,"[('other', 'JJ')]","[('day', 'NN')]",5.856,5.734,6.006,5.832,3.912,3.978,3.566,3.54,5.714,5.734,5.694,5.746
2964,new day,day,new,"[('other', 'JJ')]","[('day', 'NN')]",5.856,5.734,6.006,5.832,3.912,3.978,3.566,3.54,5.714,5.734,5.694,5.746
2965,opposite day,day,opposite,"[('other', 'JJ')]","[('day', 'NN')]",5.856,5.734,6.006,5.832,3.912,3.978,3.566,3.54,5.714,5.734,5.694,5.746
2966,otherwise day,day,otherwise,"[('other', 'JJ')]","[('day', 'NN')]",5.856,5.734,6.006,5.832,3.912,3.978,3.566,3.54,5.714,5.734,5.694,5.746
2967,ample deal,deal,ample,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2968,astronomic deal,deal,astronomic,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2969,bear-sized deal,deal,bear-sized,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2970,bigger deal,deal,bigger,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2971,biggish deal,deal,biggish,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2972,blown-up deal,deal,blown-up,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2973,bouffant deal,deal,bouffant,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2974,broad deal,deal,broad,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2975,bulky deal,deal,bulky,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2976,capacious deal,deal,capacious,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2977,colossal deal,deal,colossal,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2978,cosmic deal,deal,cosmic,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2979,deep deal,deal,deep,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2980,double deal,deal,double,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2981,elephantine deal,deal,elephantine,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2982,enormous deal,deal,enormous,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2983,epic deal,deal,epic,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2984,extensive deal,deal,extensive,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2985,gigantic deal,deal,gigantic,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2986,grand deal,deal,grand,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
2987,huge deal,deal,huge,"[('big', 'JJ')]","[('deal', 'NN')]",5.681,5.581,6.021,5.963,4.362,4.466,4.183,4.321,5.742,5.675,5.995,5.933
