,full_aspect,aspect,opinion,opinion_tags,aspect_tags,valence1,valence2,valence3,valence4,arousal1,arousal2,arousal3,arousal4,dominance1,dominance2,dominance3,dominance4
493,great job,job,great,"[('great', 'JJ')]","[('job', 'NN')]",6.286,6.785,6.454,7.066,4.088,4.129,4.001,4.015,5.642,6.36,5.673,6.538
494,new job,job,new,"[('new', 'JJ')]","[('job', 'NN')]",6.933,7.358,6.949,7.607,4.171,4.222,4.297,4.44,5.562,5.917,5.377,5.836
495,nice job,job,nice,"[('nice', 'JJ')]","[('job', 'NN')]",6.215,6.617,6.357,6.843,3.938,3.857,3.811,3.672,5.542,6.205,5.608,6.385
496,good enough job,job,good enough,"[('good', 'JJ'), ('enough', 'JJ')]","[('job', 'NN')]",5.844,5.887,6.58,7.05,4.191,4.24,3.696,3.546,5.396,5.58,5.624,6.221
497,different key,key,different,"[('different', 'JJ')]","[('key', 'NN')]",5.64,5.545,6.12,6.07,4.17,4.21,3.695,3.59,5.77,5.615,6.52,6.4
498,new key,key,new,"[('new', 'JJ')]","[('key', 'NN')]",5.836,5.767,6.604,6.797,4.207,4.256,4.037,4.101,5.653,5.456,5.996,5.611
499,particular key,key,particular,"[('particular', 'JJ')]","[('key', 'NN')]",6.16,6.14,6.03,5.94,3.6,3.51,3.68,3.57,6.18,5.99,6.69,6.66
500,private key,key,private,"[('private', 'JJ')]","[('key', 'NN')]",5.567,5.476,6.027,5.932,4.236,4.277,3.607,3.46,5.573,5.413,5.711,5.19
501,public key,key,public,"[('public', 'JJ')]","[('key', 'NN')]",5.505,5.315,5.843,5.653,4.172,4.228,3.847,3.82,5.548,5.225,5.943,5.545
502,special key,key,special,"[('special', 'JJ')]","[('key', 'NN')]",6.006,5.966,6.62,6.82,3.864,3.877,3.63,3.492,5.878,5.711,6.553,6.45
503,unique key,key,unique,"[('unique', 'JJ')]","[('key', 'NN')]",5.8,5.72,6.22,6.224,4.234,4.296,3.746,3.664,5.864,5.704,6.214,5.944
504,primary key,key,primary,"[('primary', 'JJ')]","[('key', 'NN')]",5.661,5.571,5.753,5.521,3.984,3.994,3.44,3.207,5.977,5.843,6.473,6.336
505,virtual keyboard,keyboard,virtual,"[('virtual', 'JJ')]","[('keyboard', 'NN')]",5.54,5.63,5.853,6.193,4.223,4.333,3.817,3.933,5.44,5.515,5.647,5.903
506,different kind,kind,different,"[('different', 'JJ')]","[('kind', 'NN')]",6.131,5.683,6.604,6.012,3.831,3.984,3.542,3.718,6.154,5.77,6.698,6.237
507,other kind,kind,other,"[('other', 'JJ')]","[('kind', 'NN')]",5.751,5.259,6.206,5.419,4.054,4.248,3.587,3.786,5.909,5.509,6.441,5.849
508,particular kind,kind,particular,"[('particular', 'JJ')]","[('kind', 'NN')]",5.792,5.468,6.61,6.024,4.074,4.21,3.34,3.408,6.03,5.782,7.154,6.918
509,same kind,kind,same,"[('same', 'JJ')]","[('kind', 'NN')]",5.835,5.284,6.208,5.357,4.226,4.528,3.96,4.389,5.793,5.273,6.155,5.36
510,such kind,kind,such,"[('such', 'JJ')]","[('kind', 'NN')]",6.054,5.654,6.503,5.866,4.242,4.48,4.066,4.504,5.941,5.554,6.341,5.706
511,different language,language,different,"[('different', 'JJ')]","[('language', 'NN')]",5.754,5.628,6.114,5.986,4.018,4.08,3.62,3.578,5.952,5.69,6.71,6.378
512,other language,language,other,"[('other', 'JJ')]","[('language', 'NN')]",5.771,5.665,6.239,6.169,4.11,4.182,3.573,3.51,5.835,5.566,6.486,6.045
513,first launch,launch,first,"[('first', 'JJ')]","[('launch', 'NN')]",6.083,6.009,6.651,6.779,4.55,4.383,4.507,4.13,6.071,5.933,6.55,6.45
514,total leak,leak,total,"[('total', 'JJ')]","[('leak', 'NN')]",4.195,4.258,4.07,4.143,4.583,4.107,4.581,3.726,4.71,4.795,4.533,4.493
515,debug level,level,debug,"[('debug', 'JJ')]","[('level', 'NN')]",5.478,5.45,6.022,6.173,4.093,4.375,3.422,4.053,5.438,5.423,5.745,5.81
516,different level,level,different,"[('different', 'JJ')]","[('level', 'NN')]",5.574,5.55,5.956,6.088,3.706,4.228,3.428,4.158,5.748,5.842,6.022,6.274
517,high level,level,high,"[('high', 'JJ')]","[('level', 'NN')]",5.8,5.838,5.945,6.055,3.885,4.177,3.182,3.695,5.763,5.808,5.828,5.937
518,low level,level,low,"[('low', 'JJ')]","[('level', 'NN')]",5.55,5.528,5.743,5.748,3.705,3.93,2.58,2.798,5.283,5.238,5.108,4.86
519,top level,level,top,"[('top', 'JJ')]","[('level', 'NN')]",5.557,5.532,5.553,5.472,4.03,4.482,3.583,4.3,5.547,5.538,6.007,6.207
520,few line,line,few,"[('few', 'JJ')]","[('line', 'NN')]",5.247,5.307,5.384,5.665,4.317,4.515,3.971,4.336,5.304,5.372,5.366,5.606
521,long line,line,long,"[('long', 'JJ')]","[('line', 'NN')]",5.443,5.601,5.474,5.8,4.064,4.277,3.884,4.206,5.334,5.449,5.369,5.61
522,multiple line,line,multiple,"[('multiple', 'JJ')]","[('line', 'NN')]",5.467,5.6,5.54,5.907,3.987,4.152,3.673,3.888,5.378,5.478,5.508,5.813
523,new line,line,new,"[('new', 'JJ')]","[('line', 'NN')]",5.42,5.558,5.997,6.583,4.262,4.445,4.023,4.415,5.242,5.305,5.168,5.307
524,external link,link,external,"[('external', 'JJ')]","[('link', 'NN')]",5.643,5.604,6.12,6.23,4.077,4.2,3.131,3.126,5.489,5.431,5.74,5.656
525,first link,link,first,"[('first', 'JJ')]","[('link', 'NN')]",5.992,6.025,6.615,6.975,4.078,4.238,3.767,4.075,5.827,5.818,6.272,6.455
526,good link,link,good,"[('good', 'JJ')]","[('link', 'NN')]",6.2,6.268,6.956,7.486,3.844,3.978,3.344,3.44,5.828,5.814,6.282,6.466
527,open link,link,open,"[('open', 'JJ')]","[('link', 'NN')]",5.805,5.803,6.361,6.591,4.289,4.411,3.644,3.888,5.657,5.642,6.085,6.177
528,other link,link,other,"[('other', 'JJ')]","[('link', 'NN')]",5.604,5.552,5.749,5.671,4.231,4.421,3.678,3.94,5.53,5.462,5.873,5.85
529,clickable link,link,clickable,"[('clickable', 'JJ')]","[('link', 'NN')]",5.808,5.81,6.202,6.358,4.088,4.224,3.766,4.078,5.616,5.57,5.944,5.96
530,complete list,list,complete,"[('complete', 'JJ')]","[('list', 'NN')]",5.716,5.722,6.24,6.592,3.802,4.074,2.884,3.218,5.478,5.458,5.756,5.9
531,entire list,list,entire,"[('entire', 'JJ')]","[('list', 'NN')]",5.848,5.842,6.297,6.502,3.758,3.922,2.84,2.987,5.597,5.59,5.775,5.858
532,full list,list,full,"[('full', 'JJ')]","[('list', 'NN')]",5.627,5.597,6.212,6.37,4.063,4.255,3.297,3.672,5.575,5.568,6.03,6.243
533,good list,list,good,"[('good', 'JJ')]","[('list', 'NN')]",6.321,6.463,6.658,7.038,3.85,4.215,3.312,3.697,5.735,5.781,5.997,6.19
534,new list,list,new,"[('new', 'JJ')]","[('list', 'NN')]",5.932,5.974,6.774,7.218,4.378,4.714,4.318,5.204,5.404,5.368,5.7,5.746
535,other locale,locale,other,"[('other', 'JJ')]","[('locale', 'NN')]",5.499,5.619,5.565,5.847,4.184,3.994,3.913,3.372,5.607,5.755,5.748,6.125
536,different location,location,different,"[('different', 'JJ')]","[('location', 'NN')]",5.662,5.594,5.674,5.628,4.372,4.332,4.348,4.228,5.848,5.776,5.86,5.694
537,new location,location,new,"[('new', 'JJ')]","[('location', 'NN')]",6.051,6.177,6.45,6.791,4.564,4.587,4.566,4.557,5.571,5.446,5.841,5.664
538,common logic,logic,common,"[('common', 'JJ')]","[('logic', 'NN')]",6.082,5.974,6.456,6.399,3.552,3.524,3.087,2.794,5.947,5.756,6.362,6.191
539,special logic,logic,special,"[('special', 'JJ')]","[('logic', 'NN')]",6.055,5.987,7.012,7.23,3.962,3.995,3.468,3.365,5.987,5.872,6.475,6.363
540,close look,look,close,"[('close', 'JJ')]","[('look', 'NN')]",5.704,5.675,5.936,5.933,4.096,4.151,3.643,3.585,5.753,5.736,6.139,6.27
541,first look,look,first,"[('first', 'JJ')]","[('look', 'NN')]",6.654,6.932,6.846,7.296,4.182,4.364,4.202,4.424,6.028,6.068,6.11,6.226
542,quick look,look,quick,"[('quick', 'JJ')]","[('look', 'NN')]",5.806,5.789,6.268,6.428,4.325,4.41,4.184,4.395,5.679,5.653,6.121,6.242
543,infinite loop,loop,infinite,"[('infinite', 'JJ')]","[('loop', 'NN')]",5.475,5.518,5.558,5.706,4.264,4.401,3.857,4.024,5.311,5.384,5.274,5.459
544,awful lot,lot,awful,"[('awful', 'JJ')]","[('lot', 'NN')]",4.642,4.463,4.185,3.739,4.553,4.473,4.622,4.432,4.812,4.693,4.613,4.394
545,whole lot,lot,whole,"[('whole', 'JJ')]","[('lot', 'NN')]",5.571,5.766,5.374,5.559,4.169,3.947,4.034,3.549,5.652,5.842,5.764,6.146
546,good luck,luck,good,"[('good', 'JJ')]","[('luck', 'NN')]",7.139,7.507,7.253,7.682,4.187,3.882,4.093,3.72,6.091,6.177,6.186,6.303
547,local machine,machine,local,"[('local', 'JJ')]","[('machine', 'NN')]",5.635,5.76,5.723,6.084,4.28,4.253,3.889,3.64,5.509,5.625,5.905,6.459
548,new machine,machine,new,"[('new', 'JJ')]","[('machine', 'NN')]",5.809,5.939,6.534,7.299,4.583,4.609,4.456,4.486,5.35,5.44,5.246,5.469
549,other machine,machine,other,"[('other', 'JJ')]","[('machine', 'NN')]",5.74,5.887,5.847,6.268,4.008,3.932,3.72,3.388,5.745,5.937,5.847,6.368
550,same machine,machine,same,"[('same', 'JJ')]","[('machine', 'NN')]",5.267,5.281,5.25,5.379,4.589,4.651,4.504,4.561,5.189,5.233,5.198,5.4
551,new mail,mail,new,"[('new', 'JJ')]","[('mail', 'NN')]",5.874,5.821,6.633,6.81,4.456,4.559,4.287,4.524,5.408,5.427,5.578,5.737
552,special meaning,meaning,special,"[('special', 'JJ')]","[('meaning', 'NN')]",6.012,5.955,6.711,6.845,4.031,4.003,3.733,3.577,5.904,5.797,6.497,6.483
553,good measure,measure,good,"[('good', 'JJ')]","[('measure', 'NN')]",5.932,6.297,6.364,7.078,4.275,4.217,4.004,3.8,5.641,5.758,5.83,6.076
554,low memory,memory,low,"[('low', 'JJ')]","[('memory', 'NN')]",5.077,4.743,4.463,3.315,4.332,4.225,3.91,3.743,4.865,4.565,4.87,4.323
555,more memory,memory,more,"[('more', 'JJ')]","[('memory', 'NN')]",5.482,5.304,5.72,5.292,4.525,4.603,4.458,4.645,5.342,5.281,5.425,5.258
556,much memory,memory,much,"[('much', 'JJ')]","[('memory', 'NN')]",5.377,5.208,5.168,4.462,4.548,4.63,4.596,4.85,5.324,5.264,5.032,4.671
557,too much memory,memory,too much,"[('too', 'RB'), ('much', 'JJ')]","[('memory', 'NN')]",5.33,5.157,5.313,4.682,4.637,4.715,4.935,5.362,5.243,5.17,5.555,5.455
558,low memory killer,memory killer,low,"[('low', 'JJ')]","[('memory', 'NN'), ('killer', 'NN')]",4.324,4.304,2.65,3.1,4.84,4.546,4.75,3.598,4.618,4.352,4.306,3.582
559,main menu,menu,main,"[('main', 'JJ')]","[('menu', 'NN')]",5.832,5.78,6.094,5.986,4.344,4.36,3.876,3.728,5.794,5.738,6.604,6.76
560,first message,message,first,"[('first', 'JJ')]","[('message', 'NN')]",5.822,5.775,6.703,6.963,4.277,4.332,3.967,4.045,5.81,5.688,6.602,6.517
561,following message,message,following,"[('following', 'JJ')]","[('message', 'NN')]",5.458,5.36,5.172,4.673,4.225,4.28,4.017,4.123,5.525,5.352,6.023,5.643
562,incoming message,message,incoming,"[('incoming', 'JJ')]","[('message', 'NN')]",5.746,5.678,6.096,6.056,4.164,4.222,3.84,3.856,5.75,5.574,6.052,5.686
563,last message,message,last,"[('last', 'JJ')]","[('message', 'NN')]",5.348,5.253,5.774,5.578,4.712,4.808,4.456,4.782,5.376,5.22,5.87,5.415
564,more message,message,more,"[('more', 'JJ')]","[('message', 'NN')]",5.694,5.648,6.166,6.16,4.296,4.338,4.026,4.132,5.692,5.59,6.12,5.792
565,new message,message,new,"[('new', 'JJ')]","[('message', 'NN')]",5.888,5.846,6.658,6.896,4.335,4.42,4.12,4.272,5.622,5.45,6.02,5.64
566,original message,message,original,"[('original', 'JJ')]","[('message', 'NN')]",6.158,6.158,6.991,7.394,4.079,4.13,3.743,3.71,6.08,5.976,6.954,7.04
567,outgoing message,message,outgoing,"[('outgoing', 'JJ')]","[('message', 'NN')]",5.602,5.512,5.99,5.894,4.472,4.582,4.3,4.542,5.602,5.408,6.274,6.022
568,unread message,message,unread,"[('unread', 'JJ')]","[('message', 'NN')]",5.507,5.373,5.821,5.64,4.366,4.474,4.202,4.397,5.546,5.321,5.833,5.364
569,welcome message,message,welcome,"[('welcome', 'JJ')]","[('message', 'NN')]",6.03,6.015,6.535,6.718,4.157,4.222,3.873,3.905,6.017,5.865,6.46,6.3
570,more clear message,message,more clear,"[('more', 'RB'), ('clear', 'JJ')]","[('message', 'NN')]",5.08,4.9,4.88,4.23,4.23,4.31,3.38,3.17,5.71,5.53,6.63,6.55
571,good method,method,good,"[('good', 'JJ')]","[('method', 'NN')]",6.278,6.678,6.742,7.652,4.182,4.134,3.968,3.842,5.986,5.988,6.326,6.438
572,many method,method,many,"[('many', 'JJ')]","[('method', 'NN')]",5.28,5.293,5.371,5.461,4.474,4.553,4.229,4.258,5.456,5.264,5.607,5.346
573,new method,method,new,"[('new', 'JJ')]","[('method', 'NN')]",5.937,6.085,6.466,7.102,4.368,4.405,4.284,4.339,5.686,5.597,5.947,5.851
574,other method,method,other,"[('other', 'JJ')]","[('method', 'NN')]",5.578,5.677,5.487,5.635,4.1,4.067,3.728,3.507,5.82,5.763,6.143,6.15
575,public method,method,public,"[('public', 'JJ')]","[('method', 'NN')]",5.53,5.589,5.874,6.21,4.197,4.202,3.756,3.551,5.553,5.467,5.931,5.837
576,few minute,minute,few,"[('few', 'JJ')]","[('minute', 'NN')]",5.643,5.673,5.701,5.802,4.264,4.356,4.122,4.303,5.29,5.486,5.069,5.521
577,last minute,minute,last,"[('last', 'JJ')]","[('minute', 'NN')]",5.496,5.492,5.484,5.476,4.286,4.428,4.114,4.29,5.146,5.384,4.986,5.394
578,local mode,mode,local,"[('local', 'JJ')]","[('mode', 'NN')]",5.988,6.154,6.336,6.882,3.904,3.99,3.592,3.674,6.08,6.094,6.5,6.698
579,normal mode,mode,normal,"[('normal', 'JJ')]","[('mode', 'NN')]",5.581,5.66,5.933,6.279,3.94,3.986,2.897,2.631,5.656,5.601,6.267,6.347
580,safe mode,mode,safe,"[('safe', 'JJ')]","[('mode', 'NN')]",6.015,6.286,6.333,6.889,3.857,3.977,3.52,3.565,6.051,6.059,6.378,6.526
581,secure mode,mode,secure,"[('secure', 'JJ')]","[('mode', 'NN')]",5.889,6.197,6.211,6.788,3.934,4.065,3.643,3.756,6.116,6.219,6.491,6.736
582,special mode,mode,special,"[('special', 'JJ')]","[('mode', 'NN')]",5.743,5.845,6.423,7.007,4.145,4.245,3.547,3.603,5.803,5.77,6.405,6.557
583,other module,module,other,"[('other', 'JJ')]","[('module', 'NN')]",5.431,5.541,5.34,5.559,4.091,4.037,3.85,3.61,5.504,5.539,5.62,5.723
584,few month,month,few,"[('few', 'JJ')]","[('month', 'NN')]",5.375,5.275,5.595,5.505,4.536,4.698,4.357,4.717,5.166,5.176,5.206,5.281
585,last month,month,last,"[('last', 'JJ')]","[('month', 'NN')]",5.802,5.806,6.082,6.234,4.332,4.42,4.202,4.482,5.486,5.542,5.542,5.784
586,different name,name,different,"[('different', 'JJ')]","[('name', 'NN')]",5.55,5.534,5.637,5.647,4.063,4.197,3.457,3.666,5.61,5.669,5.909,6.29
587,friendly name,name,friendly,"[('friendly', 'JJ')]","[('name', 'NN')]",5.996,6.066,6.671,7.194,3.93,4.066,3.717,4.053,5.886,6.026,6.559,7.269
588,global name,name,global,"[('global', 'JJ')]","[('name', 'NN')]",5.16,5.05,5.76,5.83,3.92,4.14,3.22,3.31,4.72,4.61,4.59,4.31
589,good name,name,good,"[('good', 'JJ')]","[('name', 'NN')]",6.154,6.375,6.594,7.113,3.883,4.118,3.58,3.859,5.593,5.751,5.824,6.181
590,long name,name,long,"[('long', 'JJ')]","[('name', 'NN')]",5.478,5.434,5.606,5.602,4.109,4.328,3.798,4.178,5.275,5.298,5.388,5.511
591,new name,name,new,"[('new', 'JJ')]","[('name', 'NN')]",5.984,6.054,6.628,7.134,4.19,4.361,3.879,4.298,5.536,5.596,5.584,5.806
592,not good name,name,not good,"[('not', 'RB'), ('good', 'JJ')]","[('name', 'NN')]",4.644,4.177,4.691,4.099,4.719,5.379,4.624,5.534,4.794,4.603,4.543,4.184
593,real name,name,real,"[('real', 'JJ')]","[('name', 'NN')]",5.534,5.528,6.048,6.26,4.238,4.448,3.62,3.906,5.402,5.444,5.586,5.804
594,same name,name,same,"[('same', 'JJ')]","[('name', 'NN')]",5.56,5.541,5.732,5.789,4.217,4.389,3.787,4.16,5.42,5.455,5.464,5.625
595,short name,name,short,"[('short', 'JJ')]","[('name', 'NN')]",5.718,5.736,6.1,6.342,4.048,4.192,3.094,3.124,5.376,5.408,5.382,5.498
596,variable name,name,variable,"[('variable', 'JJ')]","[('name', 'NN')]",5.555,5.545,5.738,5.793,4.047,4.227,3.557,3.815,5.364,5.402,5.314,5.4
597,good news,news,good,"[('good', 'JJ')]","[('news', 'NN')]",5.992,6.642,6.202,7.026,4.233,4.005,4.123,3.818,5.475,6.018,5.535,6.193
598,great news,news,great,"[('great', 'JJ')]","[('news', 'NN')]",6.178,7.28,6.263,7.448,4.33,4.109,4.315,4.061,5.582,6.531,5.641,6.673
599,last night,night,last,"[('last', 'JJ')]","[('night', 'NN')]",5.772,5.616,6.056,5.744,4.242,4.354,3.962,4.157,5.411,5.447,5.48,5.61
600,late nightly,nightly,late,"[('late', 'JJ')]","[('nightly', 'NN')]",4.892,4.665,4.834,4.564,4.489,4.827,4.481,4.918,5.22,5.172,5.194,5.127
601,few nit,nit,few,"[('few', 'JJ')]","[('nit', 'NN')]",5.831,6.013,5.847,6.279,4.456,4.341,4.561,4.344,5.549,5.673,5.509,5.766
602,just few nit,nit,just few,"[('just', 'RB'), ('few', 'JJ')]","[('nit', 'NN')]",5.565,5.673,5.678,6.022,4.557,4.475,4.588,4.38,5.353,5.423,5.398,5.6
603,expected notification,notification,expected,"[('expected', 'JJ')]","[('notification', 'NN')]",5.81,5.92,5.86,6.17,4.48,4.48,4.39,4.33,5.6,5.7,5.52,5.74
604,toaster notification,notification,toaster,"[('toaster', 'JJ')]","[('notification', 'NN')]",5.625,5.646,5.76,6.02,3.913,3.884,3.905,3.607,5.904,5.945,6.04,6.51
605,fair number,number,fair,"[('fair', 'JJ')]","[('number', 'NN')]",5.824,5.872,6.376,6.769,3.862,3.923,3.407,3.364,5.679,5.596,6.133,6.133
606,good number,number,good,"[('good', 'JJ')]","[('number', 'NN')]",6.114,6.378,6.488,6.997,3.947,4.062,3.655,3.736,5.799,5.725,6.126,6.128
607,high number,number,high,"[('high', 'JJ')]","[('number', 'NN')]",5.857,6.004,5.971,6.171,3.91,4.107,3.814,4.013,6.07,6.043,6.177,6.171
608,huge number,number,huge,"[('huge', 'JJ')]","[('number', 'NN')]",5.452,5.445,5.722,5.785,4.182,4.258,3.678,3.768,5.485,5.412,5.732,5.535
609,large number,number,large,"[('large', 'JJ')]","[('number', 'NN')]",5.486,5.47,5.493,5.439,4.095,4.21,3.907,4.112,5.351,5.216,5.292,4.872
610,original number,number,original,"[('original', 'JJ')]","[('number', 'NN')]",5.541,5.548,6.261,6.588,4.069,4.193,3.473,3.464,5.496,5.396,5.54,5.236
611,positive number,number,positive,"[('positive', 'JJ')]","[('number', 'NN')]",6.304,6.773,6.417,6.973,4.381,4.896,4.331,4.89,6.256,6.413,6.399,6.611
612,same number,number,same,"[('same', 'JJ')]","[('number', 'NN')]",5.695,5.71,5.85,5.978,4.243,4.332,3.875,4.067,5.473,5.395,5.933,5.833
613,total number,number,total,"[('total', 'JJ')]","[('number', 'NN')]",5.059,4.929,4.911,4.243,4.415,4.643,3.597,3.703,5.301,5.097,6.25,6.37
614,magic number,number,magic,"[('magic', 'JJ')]","[('number', 'NN')]",6.022,6.212,6.452,6.95,4.337,4.687,4.333,4.855,5.71,5.563,5.905,5.758
615,negative number,number,negative,"[('negative', 'JJ')]","[('number', 'NN')]",4.55,4.188,4.033,3.182,4.346,4.577,4.066,4.383,5.196,4.919,5.705,5.45
616,global object,object,global,"[('global', 'JJ')]","[('object', 'NN')]",5.497,5.482,5.793,5.933,4.208,4.238,3.788,3.643,5.33,5.202,5.458,5.23
617,new object,object,new,"[('new', 'JJ')]","[('object', 'NN')]",6.122,6.216,6.956,7.674,4.64,4.714,4.092,4.096,5.704,5.678,5.98,6.016
618,main__.desktopunitt object,object,main__.desktopunitt,"[('main__.desktopunitt', 'JJ')]","[('object', 'NN')]",4.562,4.343,4.28,3.67,4.809,4.983,4.78,5.13,5.003,4.794,5.145,4.762
619,_ main__.pandat object,object,_ main__.pandat,"[('_', 'JJ'), ('main__.pandat', 'JJ')]","[('object', 'NN')]",4.639,4.476,4.28,3.67,4.861,5.007,4.86,5.25,4.983,4.814,5.05,4.62
620,memstoresnapshot object,object,memstoresnapshot,"[('memstoresnapshot', 'JJ')]","[('object', 'NN')]",5.53,5.53,6.01,6.25,4.21,4.23,4.1,4.11,5.65,5.62,5.88,5.86
621,correct one,one,correct,"[('correct', 'JJ')]","[('one', 'NN')]",5.724,5.644,6.237,6.31,3.954,4.217,3.506,3.923,5.646,5.643,6.106,6.376
622,current one,one,current,"[('current', 'JJ')]","[('one', 'NN')]",5.599,5.501,6.032,6.009,3.99,4.216,3.184,3.438,5.558,5.553,5.981,6.189
623,different one,one,different,"[('different', 'JJ')]","[('one', 'NN')]",5.594,5.498,5.746,5.572,4.126,4.376,3.424,3.804,5.684,5.706,6.27,6.618
624,first one,one,first,"[('first', 'JJ')]","[('one', 'NN')]",5.768,5.747,6.426,6.612,4.096,4.385,3.769,4.349,5.593,5.619,5.894,6.072
625,good one,one,good,"[('good', 'JJ')]","[('one', 'NN')]",6.343,6.485,6.764,7.129,3.685,3.982,3.342,3.695,5.838,5.96,6.046,6.301
626,last one,one,last,"[('last', 'JJ')]","[('one', 'NN')]",5.557,5.424,5.703,5.493,4.201,4.544,3.694,4.238,5.458,5.414,5.553,5.543
627,new one,one,new,"[('new', 'JJ')]","[('one', 'NN')]",5.918,5.906,6.542,6.768,4.215,4.491,3.8,4.362,5.437,5.414,5.553,5.549
628,normal one,one,normal,"[('normal', 'JJ')]","[('one', 'NN')]",6.01,5.994,6.442,6.618,3.73,3.916,2.762,2.804,5.83,5.872,6.206,6.532
629,only one,one,only,"[('only', 'JJ')]","[('one', 'NN')]",5.479,5.287,5.561,5.296,3.976,4.379,3.723,4.249,5.414,5.365,5.428,5.36
630,orange one,one,orange,"[('orange', 'JJ')]","[('one', 'NN')]",5.943,5.916,6.45,6.63,4.054,4.316,3.41,3.78,5.546,5.542,5.79,5.91
631,original one,one,original,"[('original', 'JJ')]","[('one', 'NN')]",6.274,6.37,6.628,6.898,4.048,4.382,3.512,3.936,6.026,6.166,6.454,6.904
632,other one,one,other,"[('other', 'JJ')]","[('one', 'NN')]",5.637,5.56,5.887,5.787,4.056,4.275,3.21,3.481,5.57,5.563,5.885,6.047
633,right one,one,right,"[('right', 'JJ')]","[('one', 'NN')]",5.85,5.937,6.15,6.228,4.19,4.627,4.057,4.85,5.773,5.962,5.948,6.207
634,safe one,one,safe,"[('safe', 'JJ')]","[('one', 'NN')]",6.195,6.235,6.56,6.795,3.41,3.65,3.085,3.29,6.16,6.36,6.41,6.84
635,second one,one,second,"[('second', 'JJ')]","[('one', 'NN')]",5.776,5.707,5.972,5.914,4.075,4.349,3.335,3.668,5.564,5.559,5.722,5.807
636,personal opinion,opinion,personal,"[('personal', 'JJ')]","[('opinion', 'NN')]",5.859,5.763,6.084,5.933,4.273,4.23,4.036,3.789,5.574,5.429,5.787,5.541
637,second opinion,opinion,second,"[('second', 'JJ')]","[('opinion', 'NN')]",6.01,5.943,6.398,6.407,4.198,4.138,3.888,3.567,5.865,5.778,6.177,6.125
638,strong opinion,opinion,strong,"[('strong', 'JJ')]","[('opinion', 'NN')]",5.742,5.648,6.618,6.735,4.583,4.597,4.757,4.873,5.727,5.645,6.442,6.522
639,first option,option,first,"[('first', 'JJ')]","[('option', 'NN')]",5.933,5.854,6.256,6.198,4.335,4.602,4.116,4.58,5.745,5.609,6.033,5.868
640,funny option,option,funny,"[('funny', 'JJ')]","[('option', 'NN')]",6.48,6.5,7.02,7.34,3.79,3.91,3.94,4.31,5.95,5.87,6.27,6.22
641,good option,option,good,"[('good', 'JJ')]","[('option', 'NN')]",6.146,6.135,6.892,7.155,3.905,4.02,3.413,3.525,5.874,5.787,6.358,6.358
642,new option,option,new,"[('new', 'JJ')]","[('option', 'NN')]",5.79,5.708,7.01,7.332,4.5,4.685,3.945,4.32,5.3,5.142,5.627,5.258
643,not good option,option,not good,"[('not', 'RB'), ('good', 'JJ')]","[('option', 'NN')]",5.143,4.817,5.09,4.452,4.39,4.675,4.32,4.882,5.385,5.143,5.44,4.978
644,only option,option,only,"[('only', 'JJ')]","[('option', 'NN')]",5.644,5.516,6.086,5.947,4.306,4.513,3.967,4.354,5.647,5.516,6.001,5.82
645,other option,option,other,"[('other', 'JJ')]","[('option', 'NN')]",5.867,5.743,6.273,6.225,3.735,3.857,3.283,3.33,5.919,5.822,6.275,6.232
646,second option,option,second,"[('second', 'JJ')]","[('option', 'NN')]",5.742,5.528,5.896,5.662,4.028,4.24,3.484,3.63,5.748,5.59,5.904,5.676
